439;1;Линер Centropen Document 2631 (0,35) мм, черный;Для письма;17.4;;;0;0;;;;439;;;Centropen;;;;0;0;0;0;100;;;;;;Линер Centropen Document 2631 (0,35) мм, черный;Линер для профессионального использования: черчения, эскизов, обводки чертежей. Водо- и светостойкие документарные чернила. Пишущий узел в металлической оправе специальной формы, идеальной для черчени;;;Линер Centropen Document 2631 (0,35) мм, черный,Для письма;Линер Centropen Document 2631 (0,35) мм, черный,Для письма;;;;1;;;1;http://rukzaki.in.ua/download/images/439.jpg;0;;;new;0;0;0;;;;;
6204;1;Портфель НОРМА 3 отд 5053 черный;Портфели;107.3;;;0;0;;;;6204;;;NORMA;;;;0;0;0;0;100;;;;;;Портфель НОРМА 3 отд 5053 черный;Портфель НОРМА 3 отд 5053 черный;;;Портфель НОРМА 3 отд 5053 черный,Портфели;Портфель НОРМА 3 отд 5053 черный,Портфели;;;;1;;;1;http://rukzaki.in.ua/download/images/6204.jpg;0;;;new;0;0;0;;;;;
11357;1;Ручка НОРМА 342 Гелиос черная гелевая;Для письма;6.38;;;0;0;;;;11357;;;NORMA;;;;0;0;0;0;100;;;;;;Ручка НОРМА 342 Гелиос черная гелевая;Ручка НОРМА 342 Гелиос черная гелевая;;;Ручка НОРМА 342 Гелиос черная гелевая,Для письма;Ручка НОРМА 342 Гелиос черная гелевая,Для письма;;;;1;;;1;http://rukzaki.in.ua/download/images/11357.jpg;0;;;new;0;0;0;;;;;
9307;1;Ручка гелевая, 0.5мм, синяя, Gelios, 342, NORMA;Для письма;6.38;;;0;0;;;;9307;;;NORMA;;;;0;0;0;0;100;;;;;;Ручка гелевая, 0.5мм, синяя, Gelios, 342, NORMA;Ручка гелевая, 0.5мм, синяя, Gelios, 342, NORMA;;;Ручка гелевая, 0.5мм, синяя, Gelios, 342, NORMA,Для письма;Ручка гелевая, 0.5мм, синяя, Gelios, 342, NORMA,Для письма;;;;1;;;1;http://rukzaki.in.ua/download/images/9307.jpg;0;;;new;0;0;0;;;;;
14244;1;Стержень Flair шар BIG WRITTER синий;Для письма;3.48;;;0;0;;;;14244;;;Flair;;;;0;0;0;0;100;;;;;;Стержень Flair шар BIG WRITTER синий;Масляные чернила 4 поколения DOCUMENTAL. Швейцарский пушущий узел.;;;Стержень Flair шар BIG WRITTER синий,Для письма;Стержень Flair шар BIG WRITTER синий,Для письма;;;;1;;;1;http://rukzaki.in.ua/download/images/14244.jpg;0;;;new;0;0;0;;;;;
14242;1;Ручка шариковая Flair 743 черная Writometer ball NEW.10км.;Для письма;17.4;;;0;0;;;;14242;;;Flair;;;;0;0;0;0;100;;;;;;Ручка шариковая Flair 743 черная Writometer ball NEW.10км.;Ручка 1 в мире по длине письма. Новые нанотехнологии изготовления чернил обеспечивают длину письма 10 км. На стержень нанесена шкала позволяющая смотреть расход чернил. Стержень Writo-meter ball.;;;Ручка шариковая Flair 743 черная Writometer ball NEW.10км.,Для письма;Ручка шариковая Flair 743 черная Writometer ball NEW.10км.,Для письма;;;;1;;;1;http://rukzaki.in.ua/download/images/14242.jpg;0;;;new;0;0;0;;;;;
13541;1;Ручка Flair шар  крас Big Writer;Для письма;11.6;;;0;0;;;;13541;;;Flair;;;;0;0;0;0;100;;;;;;Ручка Flair шар  крас Big Writer;Японские нано-чернила и объемный стержень обеспечивают плавное письмо длинной до 4 км.! Яркий дизайн, пдастиковый корпус, изогнутый рифленый резиновый грипп.;;;Ручка Flair шар  крас Big Writer,Для письма;Ручка Flair шар  крас Big Writer,Для письма;;;;1;;;1;http://rukzaki.in.ua/download/images/13541.jpg;0;;;new;0;0;0;;;;;
13537;1;Ручка Flair шар  син Big Writer;Для письма;11.6;;;0;0;;;;13537;;;Flair;;;;0;0;0;0;100;;;;;;Ручка Flair шар  син Big Writer;Японские нано-чернила и объемный стержень обеспечивают плавное письмо длинной до 4 км.! Яркий дизайн, пдастиковый корпус, изогнутый рифленый резиновый грипп.;;;Ручка Flair шар  син Big Writer,Для письма;Ручка Flair шар  син Big Writer,Для письма;;;;1;;;1;http://rukzaki.in.ua/download/images/13537.jpg;0;;;new;0;0;0;;;;;
5342;1;Ручка Flair шар 1150 черная;Для письма;4.35;;;0;0;;;;5342;;;Flair;;;;0;0;0;0;100;;;;;;Ручка Flair шар 1150 черная;Шариковая, маслянная ручка в пластиковом корпусе. Маслянный стержень изготовлен по новой технологии 4 пололения DOCUMENTAL. Ширина слела чернил до 1мм;;;Ручка Flair шар 1150 черная,Для письма;Ручка Flair шар 1150 черная,Для письма;;;;1;;;1;http://rukzaki.in.ua/download/images/5342.jpg;0;;;new;0;0;0;;;;;
4808;1;Ручка шариковая Flair 989 черная Hotline;Для письма;10.44;;;0;0;;;;4808;;;Flair;;;;0;0;0;0;100;;;;;;Ручка шариковая Flair 989 черная Hotline;Масляная шариковая ручка, рельефный резиновый грип, пластиковый корпус. Стержень (SPIN) с масляными чернилами 4 поколения Documental. Упаковка 12 шт;;;Ручка шариковая Flair 989 черная Hotline,Для письма;Ручка шариковая Flair 989 черная Hotline,Для письма;;;;1;;;1;http://rukzaki.in.ua/download/images/4808.jpg;0;;;new;0;0;0;;;;;
3202;1;Стержень шариковый Flair 1W синий для Writometer ball.10км;Для письма;7.54;;;0;0;;;;3202;;;Flair;;;;0;0;0;0;100;;;;;;Стержень шариковый Flair 1W синий для Writometer ball.10км;Масляные чернила 4 поколения DOCUMENTAL. Швейцарский пушущий узел, шкала расхода чернил.;;;Стержень шариковый Flair 1W синий для Writometer ball.10км,Для письма;Стержень шариковый Flair 1W синий для Writometer ball.10км,Для письма;;;;1;;;1;http://rukzaki.in.ua/download/images/3202.jpg;0;;;new;0;0;0;;;;;
10892;1;Гуашь 12 цв 15 мл ЛУЧ 20С1356-08;Рисование и черчение;71.92;;;0;0;;;;10892;;;Luch(луч);;;;0;0;0;0;100;;;;;;Гуашь 12 цв 15 мл ЛУЧ 20С1356-08;Гуашь 12 цв 15 мл ЛУЧ 20С1356-08;;;Гуашь 12 цв 15 мл ЛУЧ 20С1356-08,Рисование и черчение;Гуашь 12 цв 15 мл ЛУЧ 20С1356-08,Рисование и черчение;;;;1;;;1;http://rukzaki.in.ua/download/images/10892.jpg;0;;;new;0;0;0;;;;;
4353;1;Ручка АХENT гел AUTOGRAPHE синяя;Для письма;13.05;;;0;0;;;;4353;;;Axent;;;;0;0;0;0;100;;;;;;Ручка АХENT гел AUTOGRAPHE синяя;Прорезинненный корпус, рельефная область захвата, пишущий узел 0,5мм. Сменные стержни подходят AGR1016-A, AGR1024-A. Длина стержня 131 мм. Длина написания 2000 м.;;;Ручка АХENT гел AUTOGRAPHE синяя,Для письма;Ручка АХENT гел AUTOGRAPHE синяя,Для письма;;;;1;;;1;http://rukzaki.in.ua/download/images/4353.jpg;0;;;new;0;0;0;;;;;
14042;1;Ручка Дельта 2000 синяя;Для письма;2.03;;;0;0;;;;14042;;;Delta;;;;0;0;0;0;100;;;;;;Ручка Дельта 2000 синяя;Шариковая бюджетная ручка. Пишущий узел 0,5мм. Стержень DBR 2000. Длина стержня 152мм. Длина написания 2000м. Цвет чернил синий;;;Ручка Дельта 2000 синяя,Для письма;Ручка Дельта 2000 синяя,Для письма;;;;1;;;1;http://rukzaki.in.ua/download/images/14042.jpg;0;;;new;0;0;0;;;;;
